Gene	GSM398074	GSM398075	GSM398076	GSM398077	GSM398078	GSM398079	GSM398080	GSM398081	GSM398082	GSM398083	GSM398084	GSM398085	GSM398086	GSM398087	GSM398088	GSM398089	GSM398090	GSM398091	GSM398092	GSM398093	GSM398094	GSM398095	GSM398096	GSM398097	GSM398098	GSM398099	GSM398100	GSM398101	GSM398102	GSM398103	GSM398104	GSM398105	GSM398106	GSM398107	GSM398108	GSM398109	GSM398110	GSM398111	GSM398112	GSM398113	GSM398114	GSM398115	GSM398116	GSM398117	GSM398118	GSM398119	GSM398120	GSM398121	GSM398122	GSM398123	GSM398124	GSM398125	GSM398126	GSM398127	GSM398128	GSM398129	GSM398130	GSM398131	GSM398132	GSM398133	GSM398134	GSM398135	GSM398136	GSM398137	GSM398138	GSM398139	GSM398140	GSM398141	GSM398142	GSM398143	GSM398144	GSM398145	GSM398146	GSM398147	GSM398148	GSM398149	GSM398150	GSM398151	GSM398152	GSM398153	GSM398154	GSM398155	GSM398156	GSM398157	GSM398158	GSM398159
ENSG00000000003	1.1660149059726292	2.389640200581951	1.043256170673017	2.4080193815595785	1.2188411111663142	2.678963983682622	1.1326310471759253	1.707603305566323	2.690172232741668	1.4764107974613982	2.583343097876094	1.8447907127658627	3.0531198634038246	2.5439442257660216	1.1064047429585833	1.0735787421126013	1.2395201096752113	1.3161761432951218	1.5772718216275516	1.1085657106882063	1.6270415037138606	1.4615955913605507	1.8348463624434501	0.8428687721702759	1.7733477663946606	0.8725402076978656	1.3732396177602217	1.3434459888860442	2.3293620997109095	0.6170586977777986	1.5871672921791307	1.3919842335780008	1.0353006908458384	1.2270931436940073	1.7562846754185366	1.4672027510660381	1.5883362516070951	1.870510313826642	1.9329641033516043	1.820147359934497	2.686822207573528	2.5247942970678174	3.37965378547399	0.49344796693265824	1.193242745523274	0.8769051416276301	2.3054808396600595	2.068326004359479	1.6946876744681583	1.0331886565494806	2.277257825467703	2.287443668023168	1.949388750083048	1.7134468867214077	1.864121083893421	1.1003180652354008	0.8496024701085723	2.657202649170344	0.8474553663562536	0.9222223694866473	0.5538008060815258	1.3700748087592167	2.0062503578713056	0.5254666836964533	0.5753381345885589	0.395608554837941	1.5598911867544263	0.31148285877287196	0.6349097479198949	1.472400051233319	0.8054763512578238	0.9698437871120826	0.5753381345885589	1.1956158061759274	0.7520429004493836	0.6577176451376533	0.4635596588790739	0.4484185229830011	1.1608834236446228	1.358833191698234	0.7765973763921133	0.22300061307724006	1.5062082097289515	0.3854661168660062	1.3795553975171413	0.349004752567766
ENSG00000000005	4.959107542835631	2.1210724039078697	3.417034233066857	0.9075952029389154	2.978663784548737	2.0413724761259795	4.450542861377233	2.2910149509516082	2.0000244324523258	7.244139165289672	9.944033787873057	3.53347443756091	3.437899347957546	2.4090092032346924	6.160804228709734	1.5646597834262308	6.208167165612304	2.3810572709037223	6.593081149318601	2.358176560214402	4.898050517288949	1.6953065146352415	2.7850657349520263	2.6702276708461214	4.007173427109836	5.143509590469776	2.7804920033869234	2.1267742106730076	3.709376845215747	1.5497051320244748	4.359478001295782	0.648178862371008	2.7919706623860905	1.6529782253301624	3.4560299809883848	1.124825772687886	1.2135237969443624	1.2521376400106532	7.066910892794946	1.1416933512216887	47.24231503782133	6.878085720364302	1.8967637400665511	1.578506647884315	7.607632473958863	1.7924772977393497	13.876275365066206	3.6483063054039127	4.956165487067833	1.9426086192919128	6.156063474081568	1.3029560599904884	5.075734562649524	0.45337193821444094	5.56290462991368	1.0107718494204712	3.5134114264159044	1.3690141050982971	3.650170337234167	3.135595292154693	3.508370660726061	1.7904020385344832	5.0626087572202385	0.7011913132709017	2.464557574408759	1.8799342218423585	2.604832326492088	1.5901740232864463	3.7224670861132703	1.5290657109705192	2.84585295851676	0.9762405707529229	2.395450463057869	1.5044870637448662	4.892204960134024	0.6064563154997822	1.3609770807946389	0.7681214258764265	6.664400372872862	4.904351583997354	2.9942263601429344	1.1481028032974696	1.8526969313251027	1.0445137323042621	2.3144698550735368	0.2348905801012305
ENSG00000000419	2.394479148503427	3.69501048743235	2.3377113385409967	1.7449217714946217	0.9802035617686531	3.6732313469624063	0.43011992922131115	3.990496999044422	4.1329230503993735	2.2947058159574842	2.7943178915675313	1.7692173201254577	4.925387625788838	10.790182034428817	1.7835746558848138	4.776387227517216	1.246261147947457	2.5298416202868594	2.054747727016551	3.2670892071400464	1.809122892783261	3.856401604635182	1.5569050819324377	2.0843495519001825	2.7092262541656638	2.5175566912468277	1.9815140902521486	6.986877024250499	3.365553986025165	1.4034175497225665	3.03203734188872	4.808065001812253	3.9618078972203596	11.406840449951758	1.6668478829260673	0.7571460138782946	3.680415267905054	2.427672414299108	1.7562846754185366	2.224024906059652	3.3516747031324594	2.246783607111832	4.74816929283884	8.896874446418796	2.323771240193088	1.598158598337911	2.399328176488736	2.5646292593497857	2.2503318655741076	1.0589509566887323	1.671322073911156	7.041585669885904	1.5131588668077294	3.480200827398226	3.301572466425211	2.6614594180698132	1.4376383427473765	4.340319194900017	1.2251579041486251	1.2390378168295022	0.2962829046165306	1.5243031924266568	3.1777558964384855	0.9500386899085241	0.6135834818642256	3.996858782228277	1.0001111633929818	1.5791362726452518	3.8877341573167827	3.4560299809883848	1.4775532812893868	1.5431881857969396	0.6899104618970102	3.98640488178158	2.9128481508895128	1.646540589669939	1.0132380244341634	25.245629340216006	0.1679300399041204	3.711284722252696	1.4815819940380368	0.4769954190876243	4.559391461618534	3.9596437424099657	2.1293488280844923	7.875130292694917
ENSG00000000457	0.02345514878700278	0.11583514702070007	-0.002449887371415772	0.27285543535598467	0.11085781887381249	0.3105042241552833	0.005748199257830487	0.10703218748019182	-0.023126924142809493	0.03255059853327722	0.10727605374519507	0.08327799488872208	0.162953885420471	0.11147924764094999	0.009979511384733315	0.16282537131828861	-0.06151349665604977	0.06994326381434471	-0.007126822305782807	0.20899757859605855	0.0007943966031840304	0.25764190938547493	0.031178707367127863	0.21786080916819797	0.00893764792557801	0.03609125747493709	-0.026832866648150877	0.10370962728258018	0.14492769742537592	0.5611770653005733	0.24097976458016795	0.17105203197712288	0.20505615652151268	0.23375079954711742	0.07222423058075375	0.160255601114993	0.14480834198962758	0.251277786331208	0.1298004187015371	0.20682487969298957	0.09748834058968224	0.16673119979006779	0.5017660435822819	0.42574988319806406	0.14127724691756216	0.1500195544882936	-0.03498177213428161	0.010673401265763303	-0.02842744814350605	0.01526526672480881	0.10246296754066347	0.27575842525801514	0.10543739392726945	0.4480119178595109	0.1440215593696586	0.2214575756243822	0.06421316255816868	0.28844128411172804	0.09397656283478273	0.20357367460411036	0.12386604641531157	0.26289630138694875	0.1384779132032314	0.46209304041834215	0.1502794632502814	0.7929190328055759	0.17249730561825297	0.21650945204090682	0.37212136485971115	0.6393489912378155	0.39448981090963914	0.3898520528523909	0.3334583642177352	0.630528815860804	0.14746656099614006	0.905771486682748	0.2029054725389024	0.3682023390076973	0.6005533164486452	0.15781490986830257	0.11072603524098383	0.1663268369278333	0.2217323846817432	0.36322231845485875	0.08632107816269888	0.4793613357173535
ENSG00000000460	0.14926114066525928	0.017915453614180617	0.20967098813705584	0.0507162052993505	0.06338542333017547	-0.022898001981504986	-0.04197653566318342	-0.1252324945612687	-0.031234216178985436	0.04100476181062056	-0.02717518096040866	0.03361955421050055	0.015948727149131016	0.09957104964483635	0.2561654109941092	0.1534449547794099	0.1097392490395855	0.12931162874876298	0.07378189679763736	-0.027967227308002815	0.2043791517920106	0.21813415112466658	0.08072947188941429	0.15636363227685873	-0.016654193109866426	0.08024892361486423	0.06614903315631322	0.3055221935044307	0.11135024942932698	0.013430340316014394	0.31459054512382734	0.08895376040262855	0.240846125615518	0.051543695573070966	0.07749610067097697	0.27634816767409764	0.1714447720967438	0.1516638714283446	0.14127724691756216	0.04555993698489344	0.1483685798031107	0.06517758471080862	0.0713815495449518	0.15819654986806636	0.07556970604259668	0.05543072345490652	-0.05761220081299223	0.08085295445746538	-0.007479073948549247	0.10196763343180493	0.09042475731358592	0.0023820649893349782	0.047820507802433146	0.06650532283165247	0.14746656099614006	-0.0041530724197144965	0.1291947116466483	0.06113186129284537	0.3268435908155195	0.10901752898516726	0.05166879533072823	0.12166104089529489	0.21362645917252665	0.09945053593988228	0.15482364178936564	0.10493661882534436	0.14429575757272486	0.09103727177816218	0.25997265640897194	0.1501471020202974	0.13860927284874863	0.23985857560543877	0.1298004187015371	0.11571057715588133	0.3496942937130162	0.3263341439732415	0.059096215358598866	0.17041507466136185	0.6037915369321354	0.010328881843582676	0.8085256579448522	0.2267816373395216	0.23841436141749675	0.11659020448364121	0.2379960599004718	0.07604268092031068
ENSG00000000938	0.2695333650189555	0.730189414087667	1.8792282989738474	0.9560155577706968	1.7095288688772772	1.5085266117396763	0.3909444013225141	1.462176466806105	0.27695736993619546	0.9485318012556015	0.8003401343555216	1.1340472482164352	0.7638928093144817	1.074920712456072	0.36732039882832745	1.517254192531134	1.1993054867310486	0.3180162337975242	0.75744888478387	0.7453250709820184	0.1420289879971263	1.2217525641131795	0.843225383596677	3.5166310792514586	1.272366114662582	0.9091255855486927	1.7685186130870605	1.4672027510660381	1.133589006373514	0.8306079169701548	2.585425946615853	0.7289270910808678	2.369609514649424	1.259578151314357	0.8812756989325172	1.7589281232056315	2.2196803133384613	0.452351515868861	1.12615051400369	1.3991244512167786	0.7529979793703154	0.8628018439008832	0.6774561743311406	1.127530261215804	0.7687964577106532	1.249203848844402	0.0564860825840773	0.21717768765099915	0.6789050276942268	1.0403560492404245	0.9191800580933103	1.1692951443029411	0.7390303326913596	1.51841665492453	1.1655459214620476	1.7050290807059083	1.9020142345193864	1.3487022585568194	1.1894987290143408	1.1138120323823106	0.32420734533514695	1.816084006492967	1.3398634849355888	1.5682251402985412	1.6104619585420903	1.5622563235942204	1.0457578903302023	1.1138120323823106	2.1178157249728864	2.2964618623521478	1.5390631615265495	2.1501005123096077	1.539632489025328	2.326525757263322	1.7147394825332822	1.4387385583851502	2.3934671216679155	2.027305179315727	0.09191170161249676	0.8580833488457942	2.200821320891871	3.1792858160554056	1.4180566325843738	2.0659511794974974	1.8598583984121093	2.750481844063271
ENSG00000000971	4.107931304545972	11.368072663812242	3.9385733135270176	2.597192174328498	3.726168894695488	2.2791186268378487	11.497915279828558	5.935699547214961	6.506699387698081	3.82394826736142	10.663928277519256	3.9760991855741286	3.4394273951101697	2.696837448976852	6.128922098458294	3.8936611116707516	6.6310556391585935	2.7271735521387157	6.641845889953204	2.014858141698306	6.295291958490592	4.285454269229808	6.789780879132376	4.024122113563334	1.5688485332849458	1.6668478829260673	2.729438685557542	4.047359035459614	25.615329748531302	3.2116376442594308	6.266129151318967	4.316456911753135	8.453511065440324	2.1243049993586474	24.43540987678147	5.662443457977229	9.215160692443083	6.801251687872099	19.371487519199718	8.056685686406833	21.69371853127804	9.25936246606204	5.072513480163256	3.488559392880909	19.307913311128196	10.63244967320125	8.763336293325153	4.164027485589769	9.425922478458945	2.9506539325762002	10.328320236648995	3.9946928001376527	9.70246609261263	3.295568355401361	9.366996423538497	3.506741204874297	11.38804833893608	9.039747766528532	2.9812088050296186	2.3829263192848145	8.81475702311373	6.324677730145763	4.44542709056828	2.992960536687343	5.802449695343497	1.679661601494027	3.8295627944900685	1.4866652341525413	4.5699438336111875	7.939624251713242	6.506699387698081	1.8008232997989435	10.271243540678679	7.33157162307397	4.678124281087063	3.6877065618942653	7.0544760182999715	1.4492554495658665	1.3795553975171413	7.462638412803715	3.02426455290058	1.4093573146036704	7.742948787740224	0.8216038580166694	5.428747897940212	0.3131221180817633
ENSG00000001084	0.21060738710229737	0.188043513208067	0.1616677952277176	-0.05761220081299223	0.08582963086187333	0.03785107977644189	0.01583240135775947	0.07447212280116187	0.2852074232428743	0.14139985776286	0.39901525849244746	0.1545775100030128	0.14265383045740487	0.048180991124051734	0.3950539274237758	0.10667264950632509	0.13732139623504544	0.17526036505005232	0.3456041532925998	0.06853095484779728	0.2688033399461595	0.14352780950048097	0.24606153256615643	0.23617229460557576	0.11173084957816086	0.1501471020202974	0.2866005328528214	0.25423230178905304	0.5120474547211884	0.3207912391720478	0.6388055243835898	0.10220865545610838	0.6833643234679452	0.11085781887381249	0.3074369176073031	0.06805560825159036	1.5349131781709453	0.03772633981473259	0.21650945204090682	0.097724998235935	0.43011992922131115	0.13468328671780017	0.8160955070614289	0.3344600004773538	0.2633503579735127	-0.01676476308583201	1.0576893994783494	0.28797963134136534	0.5011001448120365	0.1741977257023468	0.44185398105593676	0.2301804996090577	0.4994969663600267	0.1651717300848577	1.0666742124763855	0.06208995845028739	0.4212167529656125	0.1315643733056238	0.23813752041693323	0.0018231891404704404	-0.04659908824904364	0.013076544510798663	0.6357413567927995	0.043807845402685223	0.09698595154369949	0.1879113075167865	0.13756817534052806	-0.007126822305782807	0.24041860017748404	0.20967098813705584	0.3019916786910145	0.004719746067777323	0.15370194315219654	0.29313227396717656	0.24621005991467507	0.028713051063951747	0.051306227232085014	-0.02233062575840313	-0.014967175213218789	0.19357429353541464	0.25333223662401316	-0.02015135523270294	0.30407060346403014	0.02731153005265237	0.2038392305682781	-0.029655191863923003
ENSG00000001167	0.6162578804154943	0.5104181846140152	0.5808782780009385	0.4961506606876592	0.5175194018078683	0.5461126517163376	0.46376753345325483	0.44556077487642287	0.3809476092656184	0.5989559453887559	0.6286088664367769	0.6557217155780443	0.4003530307787012	0.6010984043894002	0.6248232395248445	0.3809476092656184	0.5955518444288057	0.5542909154802081	0.6191662684092358	0.5880503874294657	0.5439774252341276	0.6582957343642204	0.5299207655236597	0.483733121487142	0.5063260769445728	0.666273485745451	0.6343873667760622	0.4821799889467001	0.518666075320548	0.6751237908944377	0.7190858871914749	0.7447013342652178	0.6654059160523024	0.6117170425868522	0.4331043548726303	0.8061370276609721	0.5839429251010277	0.47721269258745536	0.6316425231028602	0.7418519788373534	0.6119700503910059	0.7386971730374947	0.6890108897785182	0.6979865462621051	0.6777503661776865	0.724605152994974	0.4735508171374205	0.6261966836127767	0.5596770301658388	0.5346590255839876	0.6167801889714362	0.6440252082142159	0.6484616561501938	0.7184680760813831	0.8516587085157409	0.9061389910210427	0.6448562729962841	0.7491868527186394	0.7651715577353098	0.7063135172625155	0.6098391379650329	0.7972801645883615	0.7586959203521403	0.9654462068703737	1.0387066386587958	0.8613559324224441	0.8264370484858824	0.9042359856560678	1.0457578903302023	1.059804425171518	0.8678532446876653	1.1221963099227041	0.7270560804524022	0.9911752014998632	0.907216685320571	1.3599172989850992	0.7671492936449751	0.9016290068041224	1.1213015298428894	0.5753381345885589	1.1107398895295042	1.8167604542736835	0.6248232395248445	1.0382869111834971	0.5564811375240337	1.405061916055422
ENSG00000001461	3.3470890595006058	1.0696789886910365	2.1417580732590658	0.672257870183227	0.9299786347116409	1.022331122515083	2.150870080399885	0.6791937740171331	1.0933100792603963	3.1792858160554056	2.069100556506713	2.061184330922313	1.4940895294189098	1.300931287748098	2.960620216049338	1.1467151387567722	3.103070229328264	1.2020983900784867	3.1917942252069307	1.1068523374152286	2.805025075004001	1.4872488494614733	0.775940541721618	1.4901274881658586	1.5290657109705192	1.7657305449100553	1.3336564494431913	1.223175604343936	1.5449779818957725	1.583422761072295	1.364126942569327	1.1824356719597688	1.2822799892741246	0.9295812715717278	1.6244901594262466	1.372720469681084	1.0585517976210714	1.2635826762098656	1.1590416320651638	0.913570199566037	1.2183721069514932	1.0382869111834971	0.7687964577106532	1.1064047429585833	1.2002462595094576	0.8783668467130967	1.7264811567831018	2.9452606096782943	1.9884128241929429	2.3638626167973085	0.9225940848449276	0.8081817299971428	1.3254374504909423	0.8408006973839288	1.1081475426471152	1.1599552657580807	1.5962710797821558	0.6937648332468244	1.655543966724244	1.4023375136126965	1.7180154867550081	1.1721262097484746	1.2943500315212695	0.5006587316373918	1.9211644238371761	1.3571685137983427	1.2767714337161098	1.599402424133039	1.8967637400665511	1.139005428139786	0.8453047990570786	0.9034933767789186	0.6857405529626306	1.0074490201217154	1.053887382404471	1.6446501832560245	0.8736277739260145	0.4972435456584063	2.961961739800447	1.398086228659826	2.3098788075229173	2.594024177952731	1.4028746057318755	0.5287322282366032	1.3695399379408744	1.5634214713192034
